,key,Date_Created,Title,Artist,Invite_Spawner,URL
23,854161284_4012062038,2021-05-09,Paradise Lost／茅原実里／喰霊,茅原実里,saku2222saku,https://www.smule.com/recording/%E8%8C%85%E5%8E%9F%E5%AE%9F%E9%87%8C-paradise-lost-%E8%8C%85%E5%8E%9F%E5%AE%9F%E9%87%8C-%E5%96%B0%E9%9C%8A/854161284_4012062038
24,854161284_4011098721,2021-05-08,一番の宝物(Yui ver.)/soj,Girls Dead Monster,saku2222saku,https://www.smule.com/recording/girls-dead-monster-%E4%B8%80%E7%95%AA%E3%81%AE%E5%AE%9D%E7%89%A9-yui-ver-soj/854161284_4011098721
25,854161284_4009810638,2021-05-07,Distance Point,飛蘭,saku2222saku,https://www.smule.com/recording/%E9%A3%9B%E8%98%AD-distance-point/854161284_4009810638
26,854161284_4009114823,2021-05-06,うっせぇわ　Ado,syudou,saku2222saku,https://www.smule.com/recording/syudou-%E3%81%86%E3%81%A3%E3%81%9B%E3%81%87%E3%82%8F-ado/854161284_4009114823
27,866011258_4007201630,2021-05-04,Gira Gira -short-,Ado,OchaLady,https://www.smule.com/recording/ado-gira-gira-short/866011258_4007201630
28,866011258_4005661830,2021-05-03,春の歌,スピッツ,OchaLady,https://www.smule.com/recording/%E3%82%B9%E3%83%94%E3%83%83%E3%83%84-%E6%98%A5%E3%81%AE%E6%AD%8C/866011258_4005661830
29,854161284_3996440099,2021-04-23,ハルジオン,YOASOBI/ayase,saku2222saku,https://www.smule.com/recording/yoasobi-ayase-%E3%83%8F%E3%83%AB%E3%82%B8%E3%82%AA%E3%83%B3/854161284_3996440099
30,854161284_3989611723,2021-04-16,⛄ 炎 ～HOMURA～ Short Ver.,LiSA,saku2222saku,https://www.smule.com/recording/lisa-%E7%82%8E-homura-short-ver/854161284_3989611723
31,854161284_3989595391,2021-04-16,群青,YOASOBI,saku2222saku,https://www.smule.com/recording/yoasobi-%E7%BE%A4%E9%9D%92/854161284_3989595391
32,854161284_3985915335,2021-04-12,ギラギラ　【高音質INST】　Ado 🕊,Ado　 （コーラス入り）,saku2222saku,https://www.smule.com/recording/ado-%E3%82%B3%E3%83%BC%E3%83%A9%E3%82%B9%E5%85%A5%E3%82%8A-%E3%82%AE%E3%83%A9%E3%82%AE%E3%83%A9-%E9%AB%98%E9%9F%B3%E8%B3%AAinst-ado/854161284_3985915335
33,854161284_3981742697,2021-04-08,レディメイド,Ado,saku2222saku,https://www.smule.com/recording/ado-%E3%83%AC%E3%83%87%E3%82%A3%E3%83%A1%E3%82%A4%E3%83%89/854161284_3981742697
34,854161284_3981752381,2021-04-08,怪物 🌺 Off vocal,YOASOBI,saku2222saku,https://www.smule.com/recording/yoasobi-%E6%80%AA%E7%89%A9-off-vocal/854161284_3981752381
35,854161284_3979865973,2021-04-06,夜に駆ける,YOASOBI/Ayase,saku2222saku,https://www.smule.com/recording/yoasobi-ayase-%E5%A4%9C%E3%81%AB%E9%A7%86%E3%81%91%E3%82%8B/854161284_3979865973
36,866011258_3974831163,2021-04-01,Grip (Inuyasha),Every Little Thing,OchaLady,https://www.smule.com/recording/every-little-thing-grip-inuyasha/866011258_3974831163
37,866011258_3973743265,2021-03-31,Grip (Inuyasha),Every Little Thing,OchaLady,https://www.smule.com/recording/every-little-thing-grip-inuyasha/866011258_3973743265
38,866011258_3927454047,2021-02-17,Secret of my heart   -piano-    [倉木麻衣],,OchaLady,https://www.smule.com/recording/secret-of-my-heart-piano-%E5%80%89%E6%9C%A8%E9%BA%BB%E8%A1%A3/866011258_3927454047
39,866011258_3889233914,2021-01-14,Howling,Mahouka Koukou no Rettousei Season 2,OchaLady,https://www.smule.com/recording/mahouka-koukou-no-rettousei-season-2-howling/866011258_3889233914
40,866011258_3889158952,2021-01-14,ハッピーシンセサイザ- GUMI&巡音ルカ/ボカロ,,OchaLady,https://www.smule.com/recording/%E3%83%8F%E3%83%83%E3%83%94%E3%83%BC%E3%82%B7%E3%83%B3%E3%82%BB%E3%82%B5%E3%82%A4%E3%82%B6-gumi-%E5%B7%A1%E9%9F%B3%E3%83%AB%E3%82%AB-%E3%83%9C%E3%82%AB%E3%83%AD/866011258_3889158952
41,866011258_3876708284,2021-01-03,夢の続きへ/SURFACE,SURFACE,OchaLady,https://www.smule.com/recording/surface-%E5%A4%A2%E3%81%AE%E7%B6%9A%E3%81%8D%E3%81%B8-surface/866011258_3876708284
42,866011258_3866513000,2020-12-25,再会,Lisa×uru (produced By Yoasobi・ayase),OchaLady,https://www.smule.com/recording/lisa-uru-produced-by-yoasobi-ayase-%E5%86%8D%E4%BC%9A/866011258_3866513000
43,866011258_3854108195,2020-12-15,夜に駆ける,YOASOBI/Ayase,OchaLady,https://www.smule.com/recording/yoasobi-ayase-%E5%A4%9C%E3%81%AB%E9%A7%86%E3%81%91%E3%82%8B/866011258_3854108195
44,866011258_3831448945,2020-11-26,Yoru ni Kakeru【Short.】,YOASOBI,OchaLady,https://www.smule.com/recording/yoasobi-yoru-ni-kakeru-short/866011258_3831448945
45,866011258_3715293254,2020-08-31,Angelus,Hitomi Shimatani,OchaLady,https://www.smule.com/recording/hitomi-shimatani-angelus/866011258_3715293254
46,866011258_3705182190,2020-08-24,My Will (TV Size),Inuyasha ED 1 | Dream - My Will,OchaLady,https://www.smule.com/recording/inuyasha-ed-1-dream-my-will-my-will-tv-size/866011258_3705182190
47,866011258_3660614304,2020-07-24,Mirror,Rei Yasuda,OchaLady,https://www.smule.com/recording/rei-yasuda-mirror/866011258_3660614304
48,866011258_3615820214,2020-06-25,君という光,GARNET CROW,OchaLady,https://www.smule.com/recording/garnet-crow-%E5%90%9B%E3%81%A8%E3%81%84%E3%81%86%E5%85%89/866011258_3615820214
49,866011258_3560571561,2020-05-21,Mirror ( TV Sized ),Rei Yasuda,OchaLady,https://www.smule.com/recording/rei-yasuda-mirror-tv-sized/866011258_3560571561
50,866011258_3529151431,2020-05-03,【Short +6】Haiiro to Ao (Acoustic Arrange),米津玄師＋菅田将暉,OchaLady,https://www.smule.com/recording/%E7%B1%B3%E6%B4%A5%E7%8E%84%E5%B8%AB-%E8%8F%85%E7%94%B0%E5%B0%86%E6%9A%89-short-6-haiiro-to-ao-acoustic-arrange/866011258_3529151431
51,866011258_3529146425,2020-05-03,Dream x Dream (Detective Conan),Aiuchi Rini,OchaLady,https://www.smule.com/recording/aiuchi-rini-dream-x-dream-detective-conan/866011258_3529146425
52,866011258_3477663365,2020-04-04,チェリー ～acoustic version～,スピッツ,OchaLady,https://www.smule.com/recording/%E3%82%B9%E3%83%94%E3%83%83%E3%83%84-%E3%83%81%E3%82%A7%E3%83%AA%E3%83%BC-acoustic-version/866011258_3477663365
53,866011258_3464976759,2020-03-28,Ever Blue,Mermaid Melody: Pichi Pichi Pitch,OchaLady,https://www.smule.com/recording/mermaid-melody-pichi-pichi-pitch-ever-blue/866011258_3464976759
54,866011258_3453637555,2020-03-22,Nandemonaiya Short Ver - Acoustic,RADWIMPS (Osamuraisan) なんでもないや,OchaLady,https://www.smule.com/recording/radwimps-osamuraisan-%E3%81%AA%E3%82%93%E3%81%A7%E3%82%82%E3%81%AA%E3%81%84%E3%82%84-nandemonaiya-short-ver-acoustic/866011258_3453637555
55,866011258_3439867120,2020-03-12,Kaze no Lalala (Detective Conan OST),Mai Kuraki,OchaLady,https://www.smule.com/recording/mai-kuraki-kaze-no-lalala-detective-conan-ost/866011258_3439867120
56,866011258_3422671230,2020-02-29,Kizuna,Mermaid Melody: Pichi Pichi Pitch,OchaLady,https://www.smule.com/recording/mermaid-melody-pichi-pichi-pitch-kizuna/866011258_3422671230
57,866011258_3323247868,2019-12-25,空も飛べるはず ～acoustic version～,スピッツ,OchaLady,https://www.smule.com/recording/%E3%82%B9%E3%83%94%E3%83%83%E3%83%84-%E7%A9%BA%E3%82%82%E9%A3%9B%E3%81%B9%E3%82%8B%E3%81%AF%E3%81%9A-acoustic-version/866011258_3323247868
58,866011258_3310969356,2019-12-17,Rain [Tv Size],OP Full Metal Alchemist,OchaLady,https://www.smule.com/recording/op-full-metal-alchemist-rain-tv-size/866011258_3310969356
59,866011258_3307622240,2019-12-15,Legend Of Mermaid,Mermaid Melody,OchaLady,https://www.smule.com/recording/mermaid-melody-legend-of-mermaid/866011258_3307622240
60,866011258_3146512386,2019-09-10,Karaoke - Return to the Sea (Special v2),Alessandro193a,OchaLady,https://www.smule.com/recording/alessandro193a-karaoke-return-to-the-sea-special-v2/866011258_3146512386
61,866011258_3123853842,2019-08-28,渡月橋～君想ふ～,倉木麻衣,OchaLady,https://www.smule.com/recording/%E5%80%89%E6%9C%A8%E9%BA%BB%E8%A1%A3-%E6%B8%A1%E6%9C%88%E6%A9%8B-%E5%90%9B%E6%83%B3%E3%81%B5/866011258_3123853842
62,866011258_3123835903,2019-08-28,Shunkan Sentimental (TV Size),SCANDAL,OchaLady,https://www.smule.com/recording/scandal-shunkan-sentimental-tv-size/866011258_3123835903
63,866011258_3123825627,2019-08-28,"Anata ga Iru kara(""Because You're Here"")",Miho Komatsu,OchaLady,https://www.smule.com/recording/miho-komatsu-anata-ga-iru-kara-because-youre-here/866011258_3123825627
64,866011258_3104798620,2019-08-17,[Lyrical Nanoha] Pray,水樹奈々 魔法少女リリカルなのはStrikerS,OchaLady,https://www.smule.com/recording/%E6%B0%B4%E6%A8%B9%E5%A5%88%E3%80%85-%E9%AD%94%E6%B3%95%E5%B0%91%E5%A5%B3%E3%83%AA%E3%83%AA%E3%82%AB%E3%83%AB%E3%81%AA%E3%81%AE%E3%81%AFstrikers-lyrical-nanoha-pray/866011258_3104798620
65,866011258_3106288762,2019-08-17,七つの海を渡る風のように　Detective Conan,Aiuchi Rina and Saegusa U-ka,OchaLady,https://www.smule.com/recording/aiuchi-rina-and-saegusa-u-ka-%E4%B8%83%E3%81%A4%E3%81%AE%E6%B5%B7%E3%82%92%E6%B8%A1%E3%82%8B%E9%A2%A8%E3%81%AE%E3%82%88%E3%81%86%E3%81%AB-detective-conan/866011258_3106288762
66,866011258_3074275591,2019-07-30,忘れ咲き,GARNET CROW,OchaLady,https://www.smule.com/recording/garnet-crow-%E5%BF%98%E3%82%8C%E5%92%B2%E3%81%8D/866011258_3074275591
67,866011258_3053045052,2019-07-18,Uso [TV Size] (FMA ED 1),SID,OchaLady,https://www.smule.com/recording/sid-uso-tv-size-fma-ed-1/866011258_3053045052
68,866011258_3045581393,2019-07-13,Let it out - TV SIZE [FMA Brotherhood],Fukuhara Miho,OchaLady,https://www.smule.com/recording/fukuhara-miho-let-it-out-tv-size-fma-brotherhood/866011258_3045581393
69,866011258_3045556253,2019-07-13,Kibou No Kane Oto,Mermaid Melody: Pichi Pichi Pitch,OchaLady,https://www.smule.com/recording/mermaid-melody-pichi-pichi-pitch-kibou-no-kane-oto/866011258_3045556253
